Column,title,source_document_url,type,actor-name,language,published_at,length
509,Organisering av verdikjeder i norsk sjømatnæring,https://www.regjeringen.no/contentassets/2210a1545141461d8d4789da59659c32/delrapport_nou.pdf,Evaluering,Faggruppe,no,2014-10-27 00:00:00,220804
510,Evaluering av stiftelsen SEPREP og Tverrfaglig utdanningsprogram,,Evaluering,Oxford Research,nb,2015-01-01 00:00:00,199702
511,Riksrevisjonen legger frem,,Riksrevisjonsrapport,Riksrevisjonen,nb,2002-01-01 00:00:00,294144
512,Konseptvalgutredning (KVU) - Godsterminalstruktur i Oslofjordområdet,https://www.regjeringen.no/contentassets/1bb3e2a7f5bb4be7b9cd94cadf7a48eb/kvu-godsterminalstruktur-april-2020.pdf,KVU/KS1/KS2,"Statens vegvesen|Jernbanedirektoratet|Vegdirektoratet|ITA-arbeidsgruppen ""Helse og sikkerhet""|NTNU - Norges teknisk-naturvitenskapelige universitet|Jernbaneverket Plan nord",no,2020-04-23 20:11:00,597646
513,"Vestfoldprosjektet. Evaluering av kulturminneregistreringer i Stokke kommune, Vestfold",,Evaluering,Norsk institutt for jord- og skogkartlegging,nb,2005-01-01 00:00:00,106905
514,Norske studenter på utveksling - Variasjoner mellom institusjoner og fagområder,https://diku.no/content/download/748/file/Diku%20rapportserie%2001-2019%20Norske%20studenter%20på%20utveksling.pdf,Kartlegging,Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning,no,2019-01-01 20:15:00,52648
515,"Mat, risiko og kriser",,Evaluering,Rogalandsforskning,nb,2005-01-01 00:00:00,324975
516,Effektiv forvaltning av EU/EØS-arbeidet - Kunnskapsgrunnlag for nytt digitalt fagssytem – EØS 2.0,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2020/Effektiv-forvaltning-av-EUEOS-arbeidet-sluttrapport_Skjult-innhold.pdf,Forhåndsutredning,Direktoratet for forvaltning og økonomistyring (DFØ)|Creuna AS,no,2020-01-01 20:12:00,133881
517,Elektrifiseringsvurderinger av området midtre Nordsjø,,Evaluering,Add novatech as|Unitech,nb,2012-01-01 00:00:00,54856
518,Utredning om kommunale botiltak,https://www.regjeringen.no/contentassets/1bde8746c8c64aad8645d737c32a34da/utredning-om-kommunale-botiltak-oe-rapport-2020-63-2.pdf,Forhåndsutredning,By- og regionforskningsinstituttet NIBR|Oslo Economics,no,2021-01-18 20:11:00,154392
519,Follow-up plan for the evaluation of basic and long-term research within engineering science in Norway     ,,Evaluering,Evalueringskomité/Utvalg,nb,2017-01-01 00:00:00,50351
520,Evaluering av Brobyggerprosjektet,,Evaluering,By- og regionforskningsinstituttet NIBR|Kriminalomsorgens utdanningssenter,nb,2006-01-01 00:00:00,407145
521,Safety Performance Indicator for Alcohol in the SafetyNet Project,,Evaluering,Transportøkonomisk institutt (TØI),en,2008-01-01 00:00:00,165272
522,Terrestrisk naturovervåking,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2005-01-01 00:00:00,195748
523,Riksrevisjonens undersøkelse av myndighetenes arbeid med å sikre IT-infrastruktur,,Riksrevisjonsrapport,Riksrevisjonen,nb,2005-01-01 00:00:00,389252
524,"Rettsavgjørelser om 
menneskehandel",https://www.politiet.no/globalassets/03-rad-og-forebygging/menneskehandel/rettsavgjorelser-om-menneskehandel.pdf,Kartlegging,Politidirektoratet|POD,no,2021-08-31 20:05:00,234145
525,En ny kurs for Jobbsjansen,https://www.imdi.no/contentassets/fb316e95c2194e8cade1b62bdc263706/en-ny-kurs-for-jobbsjansen.-folgeevaluering-av-jobbsjansen-2017-2019..pdf,Evaluering,Ideas2evidence,no,2018-01-01 20:16:00,120531
526,Kvalitetssikring fase 1 (KS1 - konseptvalg) av utvikling av Nationaltheatret,https://www.regjeringen.no/contentassets/abde710e4c7f4c1d9f8edb5d3b931a42/ks1-utvikling-av-nationaltheatret.pdf,KVU/KS1/KS2,Metier|Møreforsking,no,2015-10-26 20:07:00,247810
527,Evaluering av organiseringen av ABM-utvikling,,Evaluering,Statskonsult,nb,2006-01-01 00:00:00,98285
528,Teknologibyene,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2005-01-01 00:00:00,712349
529,Refusjon av engangsavgift ved eksport av bruktbil,,Evaluering,PROBA Samfunnsanalyse,nb,2014-01-01 00:00:00,106126
530,"Unge kunstnerskap
i utvikling_x000D_",https://www.kulturradet.no/documents/10157/c7ce941d-18a0-4284-8059-4c8a776470f0,Evaluering,Telemarksforsking,no,2022-01-01 17:12:00,194796
531,Kalking i laksevassdrag,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2009-01-01 00:00:00,95756
532,Konseptvalgutredning for transportløsning E6 Oppland grense - Jaktøya og rv 3 Hedmark grense - Ulsberg,,KVU/KS1/KS2,"Statens vegvesen|Vegdirektoratet|ITA-arbeidsgruppen ""Helse og sikkerhet""|NTNU - Norges teknisk-naturvitenskapelige universitet|PROSAM / Statens vegvesen. Region Øst",nb,2012-01-01 00:00:00,191346
533,Hvor mange av deltakerne i arbeidsmarkedstiltak har svake basisferdigheter?,,Evaluering,Bransjeforeningen Attføringsbedriftene ,nb,2012-01-01 00:00:00,82368
534,"Forbruker-, likestillings- og familiepolitikk - hva skjer i Brussel? Halvårsrapport januar 2020",https://www.regjeringen.no/contentassets/5a4ad39061d847e794e824d6514e7d7e/forbruker--likestillings--og-familiepolitikk-i-eu---28.-januar-2020.pdf,Statusrapport,EU-delegasjonen,no,2020-01-28 20:11:00,136191
535,End Review of the Contract Between the Norwegian Ministry of Foreign Affairs and Kirkelig kulturverksted (2012-2015),,Evaluering,Nordic Consulting Group,en,2016-01-01 00:00:00,104306
536,Arbeidsmarkedstilpasning i perioden 2000 – 2004 for kandidater utdannet våren 2000,,Evaluering,NIFU STEP,nb,2007-01-01 00:00:00,80785
537,Evaluering av tilskudd til helse- og sosialprosjekter,,Evaluering,Asplan Viak,nb,2009-01-01 00:00:00,179492
538,Områdegjennomgang av Statens vegvesen,https://www.regjeringen.no/contentassets/b7faf38b396f44d4a735fb6c783d612c/hovedrapport.pdf,Områdegjennomgang,Capgemini Consulting,no,,686323
539,Lønnstakere og pensjonisters oppfatning av skatteetaten  2010                                              ,,Evaluering,Synovate,nb,2010-01-01 00:00:00,98792
540,Uførepensjon som lønnstilskudd,,Evaluering,ECON,nb,2006-01-01 00:00:00,74909
541,"Kartlegging av utviklingen i butikkstruktur, dagligvareutvalg og dagligvarepriser",https://www.regjeringen.no/globalassets/departementene/nfd/dokumenter/rapporter/sifo-dagligvarerapport-korrigert-ver.pdf,Kartlegging,SIFO,no,2019-07-17 20:11:00,164641
542,Alle gode ting er tre ...,https://www.nokut.no/contentassets/da0ae9bebce943c7881375848fcf699a/hegerstrom_turid_alle_gode_ting_er_tre_2014.pdf,Statusrapport,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2014-01-01 20:18:00,18041
543,Evaluering av estimeringsopplegget i KOMMODE,https://www.regjeringen.no/contentassets/7722cf96ae954b69a2671cd40a383da5/sof-r_02_18.pdf,Evaluering,SØF,no,2019-04-02 20:10:00,63979
544,Challenges Related to Positional Uncertainty,https://www.ptil.no/contentassets/5ede35f3b2dd4497adf86e429954e33a/st11-retningsboring-i-nordomradene.pdf,Studie,Add Wellflow AS,no,2017-01-01 20:12:00,265546
545,Teoretisk gjennomgang av budsjettnemndas lønnsomhetsundersøkelser,,Evaluering,Samfunns- og næringslivsforskning (SNF),nb,2003-01-01 00:00:00,42672
546,Evaluering av forsøk med ny forvaltningsordning for motorferdsel i utmark,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2005-01-01 00:00:00,224012
547,Småhus – hjem og verdig botilbud for personer med ruslidelser og psykiske lidelser?,http://biblioteket.husbanken.no/arkiv/dok/Komp/Smahus%20-%20hjem%20og%20verdig%20botilbud%20for%20personer%20med%20ruslidelser%20og%20psykiske%20lidelser.pdf,Evaluering,SINTEF,no,2021-01-01 20:19:00,163980
548,Evaluering av forsøk med interkommunale barnevern,,Evaluering,Telemarksforsking Bø,nb,2006-01-01 00:00:00,204006
549,Resultater fra NM i kunstløft,,Evaluering,Telemarksforsking Bø,nb,2015-01-01 00:00:00,392187
550,Riksrevisjonens kontroll med forvaltningen av statlige selskaper for 2011,,Riksrevisjonsrapport,Riksrevisjonen,nb,2012-01-01 00:00:00,402622
551,Mer boligvelferd for pengene,https://www.regjeringen.no/contentassets/4ded1f0c0bf34fde89b298dfe448dea7/va_rapport_2017_33_mer_boligvelfer_for_pengene.pdf,Evaluering,Vista Analyse ,no,2018-01-15 20:10:00,579250
552,Evaluering av behandlingen av klager over kritikkverdige forhold begått i tjenesten i politi- og lensmannsetaten,,Evaluering,Politidirektoratet|POD,nb,2013-01-01 00:00:00,50401
553,Prosjekt til fordypning - mellom skole og arbeidsliv,,Evaluering,Forskningsstiftelsen fafo,nb,2010-01-01 00:00:00,246358
554,Miljøgifter i rovfuglegg i Norge,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2006-01-01 00:00:00,98248
555,Notat om ungdommers holdninger til svart økonomi,,Evaluering,Frischsenteret,nb,2004-01-01 00:00:00,12213
556,Evaluering av tilskuddsordningen for Samisk utviklingsfond,,Evaluering,Northern Research Institute (NORUT)|Norut Alta|By- og regionforskningsinstituttet NIBR,nb,2007-01-01 00:00:00,232757
557,Evaluering av trebasert innovasjonsprogram,,Evaluering,ECON Pöyry,nb,2011-01-01 00:00:00,156670
558,Ekstern kvalitetssikring av KVU Rv. 35 Hokksund-Jevnaker,,KVU/KS1/KS2,Metier|Møreforsking,nb,2012-01-01 00:00:00,145306
559,"Norske gradsstudenter i utlandet - Hvorfor reiser de ut, og hvor søker de informasjon?",https://diku.no/content/download/3126/file/Norske%20gradsstudenter%20i%20utlandet%20NIFU%202017.pdf,Kartlegging,NIFU,no,2017-01-01 20:17:00,142271
560,"Loads, Design and Operations of Floaters in the North",https://www.ptil.no/contentassets/d16ac78b023f4ad5b06225856db6950e/rapport---laster-design-og-operasjon-av-flytere-i-nordarmadene.pdf,Evaluering,ArcISo,no,2019-01-01 20:12:00,357342
561,Riktige legemidler til rett pris,https://www.regjeringen.no/contentassets/64131807ce574a6db6ccb5f321dd3629/riktige-legemidler-til-rett-pris.pdf,Områdegjennomgang,Vista Analyse |EY,no,2021-09-03 20:11:00,638989
562,Educational quality in economics in Norway,https://www.nokut.no/globalassets/nokut/rapporter/evalueringer/2018/educational_quality_in_economics_in_norway_2018-2.pdf,Evaluering,Nasjonalt organ for kvalitet i utdanningen|NIFU|NOKUT|Ekspertpanel,no,2018-01-01 20:18:00,166403
563,Regionale myndigheters bruk av digital plandialog,https://www.regjeringen.no/contentassets/eebc71d90ac14cf0b3e9ec814129dadc/regionale_myndigheters_bruk_digital_plandialog.pdf,Kartlegging,Asplan Viak,no,2017-01-16 20:07:00,40898
564,Transportløsninger for eldre i distriktene,,Evaluering,Transportøkonomisk institutt (TØI),nb,2009-01-01 00:00:00,239300
565,SkatteFUNN-evalueringen,,Evaluering,Statistisk sentralbyrå (SSB),nb,2006-01-01 00:00:00,147294
566,Riksrevisjonens kontroll med forvaltningen av statlige selskaper for 2012,,Riksrevisjonsrapport,Riksrevisjonen,nb,2013-01-01 00:00:00,370602
567,Samspill mellom by og omland,https://www.regjeringen.no/contentassets/cf02216ac792443684432e2f4d7096d3/by-og-omland---endelig.pdf,Studie,Menon Economics,no,2015-04-17 20:07:00,394598
568,Evaluering av primærnærinsinstituttene,,Evaluering,Evalueringskomité/Utvalg,nb,2018-01-01 00:00:00,268333
569,Avviste asylsøkere og ventemottaksordningen,,Evaluering,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU samfunnsforskning,nb,2010-01-01 00:00:00,348434
570,Test av designløsning i valglokalet,,Evaluering,Norsk Form|Blanke Ark,nb,2009-01-01 00:00:00,66444
571,MOOC i høyere utdanning - Historier om pedagogisk utviklingsarbeid,https://diku.no/content/download/3255/file/1-2017-mooc-hoyere-utdanning-historier.pdf,Kartlegging,Norgesuniversitetet,no,2017-01-01 20:18:00,211967
572,Digital tilstand 2014,https://diku.no/content/download/3253/file/1-2015-digital-tilstand-2014.pdf,Evaluering,Norgesuniversitetet,no,2015-01-01 20:18:00,374913
573,Områdegjennomgang - Bygge- og eiendomspolitikken i statlig sivil sektor,https://www.regjeringen.no/contentassets/f8b021ac5e0040268dea1de30643ceef/omraadegjennomgang_rapport_1_styring_og_organisering.pdf,Områdegjennomgang,Capgemini Invent,nb,2019-10-04 20:10:00,581888
574,Evaluering av arbeidsmarkedssatsingen for sosialhjelpsmottakere,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2005-01-01 00:00:00,285874
575,Samferdsel og regional utvikling : bistand til Nasjonal transportplan 1014-2023,,Evaluering,Transportøkonomisk institutt (TØI),nb,2010-01-01 00:00:00,196372
576,Skadebildet i Norge,https://www.regjeringen.no/contentassets/fdb3629a27d041fe9f19772faa014016/skadebildet_norge_270514.pdf,Statusrapport,FHI,no,2014-05-27 00:00:00,217749
577,Brukerundersøkelse om norskopplæringen blant voksne innvandrere,https://www.imdi.no/contentassets/d33d42dada194cff9629706364ca7e93/brukerundersokelse-i-norskopplaeringen,Kartlegging,Rambøll Management,no,2011-01-01 20:19:00,181537
578,Riksantikvarens evaluering av fartøyvernsentrene,,Evaluering,Riksantikvaren,nb,2018-01-01 00:00:00,315582
579,Konseptvalgutredning for transportløsning veg/bane Trondheim - Steinkjer,,KVU/KS1/KS2,"Statens vegvesen|Jernbanedirektoratet|Vegdirektoratet|ITA-arbeidsgruppen ""Helse og sikkerhet""|NTNU - Norges teknisk-naturvitenskapelige universitet|Jernbaneverket Plan nord|Vegvesenet|PROSAM / Statens vegvesen. Region Øst",nb,2011-01-01 00:00:00,283490
580,Evaluering av Senter for internasjonalisering av høgre utdanning (SIU),https://www.regjeringen.no/no/dokumenter/evaluering-av-senter-for-internasjonalis/id620648/,Evaluering,NIFU STEP,en,2010-11-10 00:00:00,294993
581,Evaluering av bosetting av flyktninger,,Evaluering,Statskonsult,nb,2006-01-01 00:00:00,145285
582,E39 Aksdal-Bergen,,KVU/KS1/KS2,Transportøkonomisk institutt (TØI),nb,2012-01-01 00:00:00,254789
583,Ekstern kvalitetssikring KS2 av utvidet fremskaffelsesløsning for P7600 fremtidig kampflykapasitet,,KVU/KS1/KS2,Holte Consulting|Econ Pöyry,nb,2008-01-01 00:00:00,0
584,El-sikring av bigårder mot bjørneangrep,,Evaluering,Bioforsk|Norsk institutt for naturforskning,nb,2007-01-01 00:00:00,41931
585,"Riksrevisjonens undersøkelser av:  Sak 1: Helse- og omsorgsdepartementets styring 
av arbeidet med Én innbygger – én journal Sak 2: Anskaffelser av konsulenttjenester i 
Direktoratet for e-helse",https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/undersokelser-av-helse--og-omsorgsdepartementets-styring-av-arbeidet-med-en-innbygger--en-journal-og-anskaffelser-av-konsulenttjenester-i-direktoratet-for-e-helse.pdf,Riksrevisjonsrapport,Riksrevisjonen,no,2021-06-22 17:10:00,123895
586,Funker det – fortsatt?,,Evaluering,Konsulenter,nb,2012-01-01 00:00:00,154656
587,Evaluering av bruken av infrastrukturmidlene i FORNY-programmet,,Evaluering,NIFU STEP,nb,2008-01-01 00:00:00,167982
588,Kundeeffektundersøkelse av bedriftsrettede virkemidler fra Innovasjon Norge,,Evaluering,Nordlandsforskning,nb,2006-01-01 00:00:00,261838
589,Samhandling i en selvstendig folkekirke – ny kirkelig organisering,https://kirken.no/globalassets/kirken.no/om-kirken/slik-styres-kirken/kirkelig%20organisering/dokumenter/sluttrapporten/samhandling%20i%20en%20selvstendig%20folkekirke%20-%20sluttrapport%20fra%20hovedutvalget%20for%20kirkelig%20organisering%20-%20med%20vedlegg.pdf,Forhåndsutredning,Kirkerådet,no,2021-01-01 20:17:00,1552901
590,Langtransporterte luftforurensninger og effekter i Norge,,Evaluering,Norsk institutt for luftforskning (NILU),nb,2009-01-01 00:00:00,110196
591,Om bredde og fordypning i bygg- og anleggsfagene,,Evaluering,Forskningsstiftelsen fafo,nb,2012-01-01 00:00:00,233603
592,Barnevern og sosialhjelp,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2008-01-01 00:00:00,122307
593,Evaluering av demokratireformen i Den norske kirke - sluttrapport,,Evaluering,"Kirkeforskning, Stiftelsen",nb,2011-01-01 00:00:00,145163
594,"Arbeidsrettet brukeroppfølging. ""Place then train"" i kvalifiseringsprogrammet i NAV?",,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2016-01-01 00:00:00,254261
595,Bedre kommunikasjon med UDIs brukere,,Evaluering,Comte Bureau,nb,2014-01-01 00:00:00,77229
596,Omfang av arbeidsmarkedstiltak: betyr det noe?,,Evaluering,Institutt for samfunnsforskning (ISF),nb,2006-01-01 00:00:00,299892
597,Utvikling av sosialt bærekraftige boligløsninger i Boligstiftelsen i Trondheims bygningsmasse,http://biblioteket.husbanken.no/arkiv/dok/Komp/Utvikling%20av%20sosialt%20barekraftige%20boliglosninger%20i%20Boligstiftelsen%20i%20Trondheims%20bygningsmasse.pdf,Forhåndsutredning,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU samfunnsforskning,no,2021-01-01 20:18:00,258091
598,E-konsultasjon og sykmelding,,Evaluering,Nasjonalt senter for e-helseforskning,nb,2021-01-01 00:00:00,196299
599,Kartlegging av nordisk styring og organisering av digitaliseringsansvaret,https://www.regjeringen.no/contentassets/cfebedee9aff48c5a9e4287b18659c3d/kartlegging_nordisk_digitaliseringsansvaret-.pdf,Kartlegging,Struensee,no,2017-04-24 20:08:00,338071
600,Evalueringsrapport,https://dibk.no/globalassets/sikkerhet/evalueringsrapport-brann-i-vik-torg-2006.pdf,Evaluering,Direktoratet for samfunnssikkerhet og beredskap (DSB)|BE,no,2007-01-01 20:12:00,122067
601,Følgenotat til videreuviklet effektmodell for Asker velferdslab,http://biblioteket.husbanken.no/arkiv/dok/Komp/Folgenotat%20til%20videreutviklet%20effektmodell%20for%20asker%20velferdslab.pdf,Strategi/plan,PricewaterhouseCoopers (PwC),no,2019-01-01 20:19:00,46305
602,Sårbar eller robust?,,Evaluering,Telemarksforsking Bø,nb,2012-01-01 00:00:00,58510
603,Flere dyr på sommerferie?,,Evaluering,Norsk institutt for landbruksøkonomisk forskning (NILF),nb,2012-01-01 00:00:00,248626
604,Førskolelærere og barnehageansatte,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2009-01-01 00:00:00,126980
605,Anti-Corruption Efforts,,Evaluering,ITAD,en,2011-01-01 00:00:00,505522
606,Økosystemtjenester i Kystverkets samfunnsøkonomiske analyser,,Evaluering,Vista Analyse ,nb,2016-01-01 00:00:00,220149
607,Country Evaluation Brief: Colombia,,Evaluering,Particip,en,2020-01-01 00:00:00,69902
608,Områdegjennomgang av øremerkede tilskudd til kommunesektoren,https://www.regjeringen.no/contentassets/4c7c2f30e95141d0b15e276c78a6d365/omradegjennomgang_av_oremerkede_tilskudd_til_kommunesektoren.pdf,Områdegjennomgang,Ekspertgruppe,nb,2017-12-19 20:08:00,336320
609,Assessing the social benefits from a small-scale biomass stove program,,Evaluering,Vista Analyse ,en,2010-01-01 00:00:00,86189
610,Dobbeltspor Sandnes-Stavanger,,Evaluering,Dovre International AS,nb,2005-01-01 00:00:00,0
611,Effekter av en fusjon - Etableringen av Miljødirektoratet,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/effekter_av_en_fusjon._etableringen_av_miljodirektoratet_difi_notat_2017_1.pdf,Evaluering,Direktoratet for forvaltning og IKT (DIFI),nb,2017-01-01 20:13:00,58069
612,Evaluation of the Humanities in Norway ,,Evaluering,Technopolis|Internasjonal evalueringskomité,nb,2017-01-01 00:00:00,192390
