title;source_document_url;type;name;uuid;language;published_at;length
Evaluering av Nullvisjonsprosjektet på Lillehammer;;Evaluering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;11efe001-5195-40a2-9ea6-a0ce85293ba4;nob;2007-01-01 00:00:00;201256
Riksrevisjonens undersøkelse om utbygging og fornyelse av jernbaneinfrastrukturen;;Riksrevisjonsrapport;Riksrevisjonen;11f578da-bad2-4341-b9ef-3d8704413aef;nob;2012-01-01 00:00:00;273427
Kvalitetssikring (KS1) av KVU for transportsystemet i Tønsbergregionen;https://www.regjeringen.no/globalassets/upload/sd/vedlegg/ks-rapporter/ks1_2014/ks1tonsberg25112014.pdf;KVU/KS1/KS2;Metier|Møreforsking;11ffcb79-9b6c-4af7-8d2e-7bb360f6f81e;no;2014-11-25 20:06:27;284842
Un-bonded Flexible Risers;;Evaluering;4subsea;1213ce25-711f-47e0-84c5-b2e87b0fad4d;eng;2013-01-01 00:00:00;218183
Kartlegging og vurdering av stordata i offentlig sektor;https://www.regjeringen.no/contentassets/7a30f56668634d8c96ad660f92ffd508/bruk_av_stordata_i_offentlig_sektor.pdf;Forhåndsutredning;Vivento;1232105a-372d-4361-b5d2-9b2c7ed8635f;no;2016-03-07 20:07:51;381426
Samfunnsøkonomiske nyttevirkninger av nytt digitalt nødnett;;Evaluering;Nasjonalt sammensatt evalueringskomité;1238ece1-d731-4a26-97de-2fa7f8e327c7;nob;2009-01-01 00:00:00;140083
Ekstern kvalitetssikring av Elektronisk kommunikasjon i nordområdene;https://www.regjeringen.no/contentassets/80a7b602935543f3985ebf7d5364f5b9/ks1-rapport-elektronisk-kommunikasjon-i-nordomradene-v1.02135245.pdf;KVU/KS1/KS2;Metier|Møreforsking;1242c7b2-f405-4b21-9ea0-68f7b3f58db8;no;2017-10-20 20:08:10;221903
En sammenligning av tre modeller for å effektivisere behandling av akvakultursøknader;;Evaluering;Møreforsking, Volda|Høgskulen i Volda;125756ac-7f89-4884-9116-b1d0c20da132;nob;2008-01-01 00:00:00;0
Mæland-utvalgets rapport;https://www.regjeringen.no/no/dokumenter/maland-utvalgets-rapport/id509546/;Ukategorisert;Evalueringskomité/Utvalg;125b1a3a-363d-46a1-badc-931b9aaa547a;nob;2008-04-30 00:00:00;985845
Riksrevisjonens undersøkelse av havbruksforvaltningen;;Riksrevisjonsrapport;Riksrevisjonen;1265212f-ae52-4f7a-8b16-139477d06ec1;nob;2012-01-01 00:00:00;467921
Evaluering av Opptrappingsplanen for psykisk helse (2001-2009) : sluttrapport;;Evaluering;Norges Forskningsråd|Norges forskningsråd/Noregs forskingsråd|Noregs forskingsråd/Norges forskningsråd|Forskningsrådet|Noregs forskingsråd;126c9089-174f-4f69-9cfc-482dc3a91f2d;nob;2009-01-01 00:00:00;406243
Riksrevisjonens undersøkelse av økonomistyring i helseforetakene;;Riksrevisjonsrapport;Riksrevisjonen;127cc645-27a2-4bfd-946d-dfda6c5910c2;nob;2009-01-01 00:00:00;278544
Undersøkelse av dekningsgraden til Produktregisteret;;Evaluering;BIS Production Partner ;12a14b28-6d2d-41dc-9370-7e85a1685802;nob;2009-01-01 00:00:00;31694
Veksthus eller såkorn til spille?;;Evaluering;Nordlandsforskning|MENON Business Economics;12a2fead-9961-4006-a6eb-111f8974bdfd;nob;2009-01-01 00:00:00;380242
Informasjon og tiltak rettet mot innvandrerbefolkningen i forbindelse med Covid-19;https://www.imdi.no/contentassets/b6e42efcf8904468acd62d22318ae4eb/nibr-covid-19-delrapport-3.pdf;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);12a69f5a-ae35-4a69-81a9-6f8cdc24825e;no;2021-01-01 20:17:46;160243
"Eventuell endring av 
lufthavnstrukturen på Helgeland_x000D_";https://www.regjeringen.no/contentassets/938dbd20df6349b992282f5435ecdfb0/hovedrapport_lufthavnstruktur_helgeland_pdf.pdf;Forhåndsutredning;Urbanet Analyse;12ba0068-eee2-43dc-8e39-3577f9c9e32a;no;2015-10-01 20:07:13;376272
Vurdering av bromerte flammehemmere til Mjøsa fra deponier, kommunale renseanlegg og elver ;;Evaluering;Norsk institutt for vannforskning|Norsk institutt for luftforskning|Jordforsk;12be5fb4-52e5-473e-ab08-597f998e81a0;nob;2007-01-01 00:00:00;104237
Evaluering av skattereformen 2006;;Evaluering;Statistisk sentralbyrå (SSB);12c265c2-6218-4087-8c8e-37500dea0788;nob;2010-01-01 00:00:00;73815
"Mangfold i heleide statlige virksomheter - status 2013
";https://www.imdi.no/contentassets/75177ba24f8e47f483c649123a89b7b7/mangfold-i-heleide-statlige-virksomheter-2013.pdf;Kartlegging;Integrerings- og mangfoldsdirektorat|Integrerings- og mangfoldsdirektorat (IMDi)|IMDi;12d6fd8c-1e2d-463a-87b5-344c98ed13d7;no;2014-01-01 20:17:00;31280
Innelukkede moduler – design og eksplosjonstrykk;https://www.ptil.no/contentassets/bf7557721e714bf390cb10adb284ca5c/st-12-innelukkede-moduler---design-og-eksplosjonstrykk.pdf;Evaluering;Safetec;12d7c3bc-6c67-4d8c-99e6-18364b793151;no;2017-01-01 20:19:33;123087
Evaluering av driftstilskuddsordningen for duodji 2005-2009;;Evaluering;Norut Alta - Áltá;12d7c7b7-7443-4b5d-84cd-bc661035bcb0;nob;2010-01-01 00:00:00;141858
Sosialpolitiske og kriminalpolitiske konsekvenser av lisensiering i det norske pengespillmarkedet;;Evaluering;Lotteri- og stiftelsestilsynet;12eac5c3-300b-4bd5-830c-103638f44574;nob;2015-01-01 00:00:00;193585
Modeller for institusjonalisering av kulturminneforvaltning i norske kommuner;;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);12ed190c-d606-46cc-8767-5324955ec7d4;nob;2013-01-01 00:00:00;280147
Bekjempelse av fattigdom blant barn og unge. Rapport for 2008;https://www.fafo.no/zoo-publikasjoner/fafo-notater/bekjempelse-av-fattigdom-blant-barn-og-unge-rapport-for-2008;Ukategorisert;Forskningsstiftelsen fafo|Norsk institutt for forskning om oppvekst, velferd og aldring|Fafo|Senter for studier av fattigdom, minstesikring og sosial integrasjon;12efdf59-d77c-45b2-a955-2a1ce3251279;nob;2009-01-01 00:00:00;269621
Klasseromsledelse og kulturutvikling som bidrag til at lærere og barnehagemedarbeidere bedre kan mestre sitt arbeid;;Evaluering;Universitetet i Agder;12f7b246-811a-455e-89f3-7790e811ea0b;nob;2009-01-01 00:00:00;268393
"Sammenstilling etter 
gjennomført evaluering";https://www.regjeringen.no/globalassets/departementene/jd/evalueringsrapport_terrortrusselen_2014.pdf;Evaluering;Justis- og beredskapsdepartementet|Det kgl. justis- og politidepartement|JD|JD|Justis- og beredskapsdepartementet mfl.;12fbd8c3-ed87-4e98-b2d4-0836492f02f6;no;2015-05-12 20:06:57;58529
Riksrevisjonens oppfølgingsundersøkelse av Justis- og beredskapsdepartementets arbeid med samfunnssikkerhet og beredskap;;Riksrevisjonsrapport;Riksrevisjonen;13086210-a51f-495e-bb49-8e43c65f7784;nob;2017-01-01 00:00:00;196498
Boligeie for personer med utviklingshemming - utfordringer, effekter og incentiver;http://biblioteket.husbanken.no/arkiv/dok/Komp/Boliger%20for%20personer%20med%20utviklingshemming.pdf;Forhåndsutredning;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);131892c5-c31f-4af7-a2ec-defe78cac701;no;2019-01-01 20:17:49;215028
Riksrevisjonens undersøking av kommunane si styring og kontroll med tenester med nasjonale mål;;Riksrevisjonsrapport;Riksrevisjonen;131b88a9-99d3-45ea-8b5f-d496af75a718;nno;2013-01-01 00:00:00;171936
Forslag til IKT-strategi for høyere utdanning;https://www.regjeringen.no/contentassets/5896a2b674b549cc8cb95b96a1ac29c9/delrapport---forslag-til-ikt-strategi-for-utdanning.pdf;Forhåndsutredning;Arbeidsgruppe;13200a60-4735-45fb-b906-4a7cbba973bf;no;2016-09-26 20:08:08;58807
Digitale barrierar på norske nettstader - Status for universell utforming av nettstader i privat og offentleg sektor 2014;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport-2015-7-digitale-barrierar-norske-nettstader.pdf;Kartlegging;Direktoratet for forvaltning og IKT (DIFI)|Difi;1321bbea-f210-46b9-ac71-6091312b1c53;no;2015-01-01 20:13:57;110859
Tiltak som kan bidra til å øke befolkningens digitale deltagelse og kompetanse;https://www.regjeringen.no/contentassets/88b4acf5209b4a15b43580ff557e2ebe/tiltak_digital_deltagelse.pdf;Forhåndsutredning;Damvad;134b2891-6c60-4563-9133-854de2fc0d0e;no;2015-03-02 20:06:52;138171
"Blir man bedre billist etter oppfriskningskurs? Evaluering av kurset ""Bilfører 65+""";;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;135843c7-85c5-4db1-8587-79f7e30fbfb2;nob;2006-01-01 00:00:00;133616
Harmoni innen vide rammer;;Evaluering;Norsk institutt for by- og regionforskning|Oxford Research;1371a2bd-c535-42c0-8a44-de4f4a79b7b3;nob;2009-01-01 00:00:00;244281
Konseptvalgutredning for Buskerudbypakke 2;;KVU/KS1/KS2;"Statens vegvesen|Statens vegvesen Vestfold|Statens vegvesen Buskerud|Statens vegvesen Vegdirektoratet|Statens vegvesen. Vegdirektoratet|Statens vegvesen Vest-Agder|Statens vegvesen. Nord-Trøndelag|Statens vegvesen Region midt|Staten vegvesen|Statens vegvesen. Hordaland vegkontor|Statens vegvesen. Region øst|Statens vegvesen. Møre og Romsdal ; Vegdirektoratet|Statens vegvesen. Region vest|Statens vegvesen Telemark|Vegdirektoratet ; Statens vegvesen. Vestfold|ITA-arbeidsgruppen ""Helse og sikkerhet""|Statens vegvesen Buskerud, Vestfold og Telemark|Statens vegvesens|Statens vegvesen Østfold|Statens vegvesen ... [et al.]|NTNU ; Statens vegvesen|Statens vegvesen. Region nord|Statens vegvesen. Akershus|Statens vegvesen Region øst|Statens vegvesen, Region vest|Statens vegvesen, Region nord|Statens vegvesen, Region sør|Statenes vegvesen Region midt |Vegvesenet|Statens vegvesen. Region sør|PROSAM / Statens vegvesen. Region Øst|[Statens vegvesen]|Statens vegvesen. Aust-Agder|Statens vegvesen. Sogn og Fjordane|Statens vegvesen. Region midt|Statens vegvesen/Norwegian Public Road Administration (NPRA)|Statens vegvesen Oslo vegkontor";138afddf-2aa3-42bb-94aa-2549138fed9a;nob;2013-01-01 00:00:00;238501
Evaluering av forbudet mot kjøp av seksuelle tjenester;;Evaluering;Vista Analyse ;138e55ff-605c-4c56-a2b4-2d283c2e442d;nob;2014-01-01 00:00:00;810021
IdéAl-prosjektet;;Evaluering;Møreforsking Molde;13967246-37f1-4640-9834-82971d83c6b5;nob;2007-01-01 00:00:00;41774
Evaluering av forsøksordning med statlig finansiering av kommunale helse- og omsorgstjenester;https://www.regjeringen.no/contentassets/dc423147c60f436494298fda403b514b/analyse-av-okonomisk-utvikling-og-beregning-av-kommunale-enhetskostnader.pdf;Evaluering;AGENDA Kaupang|PROBA Samfunnsanalyse;139e6d6e-4d1d-479b-80db-6381d045289b;no;2018-08-29 20:10:48;117810
Speed and Efficiency of the Vote Counting Process;;Evaluering;International Foundation for Electoral Systems;13a037cf-9807-4617-839c-fa1345271920;eng;2012-01-01 00:00:00;219275
"Aktørenes tilstandsvurdering, vedlikehold og oppfølging av sikkerhetskritiske funksjoner og utstyr
";https://www.ptil.no/contentassets/6819ad82ec2d41379a724cf0225b43fc/rapport-aktorenes-tilstandsvurdering_2018.pdf;Kunnskapsoppsummering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;13a2398c-fc9b-449d-8640-9ae518df2cd1;no;2018-01-01 20:19:51;207885
Boligsosialt arbeid og kompetanseutvikling;;Evaluering;Forskningsstiftelsen fafo|Fafo;13a8dda0-aa85-4ac9-851a-1c31e52a04a9;nob;2014-01-01 00:00:00;167336
Utredning av den nærings‐ og forskningsmessige betydningen av IFEs nukleære virksomhet relatert til Haldenreaktoren;;Evaluering;Høgskolen i Molde|Møreforsking Molde;13a9553e-a9a5-48fc-bc2f-21bfd467b863;nob;2013-01-01 00:00:00;171483
Uavhengig gjennomgang av varslet kostnadsøkning av Østfoldbanen ;https://www.jernbanedirektoratet.no/contentassets/774ed07531704ad4b2631f3d3a0eb2aa/rapport-om-kostnadsokninger--dovre-group.pdf;Evaluering;Dovre Group ;13b40473-d45b-4df5-9c3a-0ac93cdc3854;no;2020-09-24 20:05:39;98983
Evaluering av straffegjennomføring med fotlenke;https://www.regjeringen.no/contentassets/f3049314ae2c4497a1560a0a74ebc53d/va-rapport-2016-02-evaluering-av-soning-med-fotlenke-2.pdf;Evaluering;Vista Analyse ;13c296a6-61ba-4215-a99f-21781299f3cf;no;2016-04-28 20:07:52;298246
Blueprints for informed policy decisions;;Evaluering;Nasjonalt kunnskapssenter for helsetjenesten;13d19a5a-0422-4688-a464-145d312411f8;eng;2012-01-01 00:00:00;297522
Vuovdinorganisašuvnnaid duojis ja Duojáriid Dálu árvvoštallan;;Evaluering;Asplan Viak;13daf8e0-cbf1-43c9-ba8a-95a36c437f48;sme;2007-01-01 00:00:00;69785
En analyse av små, usikre eller stagnerende boligmarkeder ;;Evaluering;Norut Alta - Áltá;13dda7d4-f4cd-4db2-b232-e6b3e3c69f18;nob;2010-01-01 00:00:00;364296
Dyrevelferdstiltak i storfeholdet i en bredere miljøpolitisk sammenheng;;Evaluering;Evalueringskomité/Utvalg;13dfdcb6-d093-4586-aa16-4cf50aee2075;nob;2008-01-01 00:00:00;173971
"Integrering av tilbringertjenesten til Oslo lufthavn med det øvrige 
togtilbudet (fase 2)";https://www.jernbanedirektoratet.no/contentassets/a530009853964baeb30ad705076e5c7a/integrert-tilbringertjeneste-oslo-lufthavn-fase-2.pdf;KVU/KS1/KS2;Jernbanedirektoratet|Jernbaneverket Plan nord;13eec01a-a701-46e7-b883-5e52a7ec56c1;no;2020-06-05 20:05:54;266221
Verk på vandring;;Evaluering;Jørgen Langdalen;13f3887c-d051-4946-95b5-818b8f9fc7c9;nob;2004-01-01 00:00:00;208945
Organisering av ytre fiskerietat - med forslag til omorganisering av regionene Møre og Romsdal og Nordland;;Evaluering;Statskonsult;13fcb08f-0082-46e7-aeb9-f8ae66a1c8a2;nob;2000-01-01 00:00:00;128952
Hve er viktige kvaliteter ved god sensur?;;Evaluering;NIFU STEP;1408b3a4-e799-48e0-b00a-b1add4d34e06;nob;2009-01-01 00:00:00;111420
Norskopplæring for personer i asylmottak;https://www.imdi.no/contentassets/5f936c5402894b9cb924668fd5d84c39/rapport-norskopplaring-for-personer-i-asylmottak.pdf;Evaluering;Ideas2evidence|Uni Research Rokkansenteret;14167338-7e98-4a86-a269-d944c6e4bc72;no;2016-01-01 20:20:13;541909
På de skrå bredder;https://www.regjeringen.no/contentassets/c8cb5185539542ac95fa41774064a2f0/dnob_rapport_paa_de_skraa_bredder_2015.pdf;Evaluering;Fagpanel;14234a03-3e13-421a-9192-859dd1b69133;no;2015-12-14 20:06:55;235814
Sjøfugl;;Evaluering;Norsk institutt for naturforskning (NINA);142f6907-07ec-4771-bbad-3d88541636de;nob;2012-01-01 00:00:00;372208
Prøveordning med meklingsinstans ved uenighet om prisfastsettelsen på fisk i første hand – gjennomgang og vurdering;;Evaluering;Kontali Analyse;1432865d-86f7-4318-9274-f7282d019e3a;nob;2009-01-01 00:00:00;150011
Introduksjonsordningen i kommunene;https://www.ssb.no/utdanning/artikler-og-publikasjoner/_attachment/149887?_ts=1427a552630;Evaluering;SSB;143743e0-22e1-4816-9321-350d9d5f7db7;no;2013-01-01 20:20:09;91243
Samfunnsøkonomisk analyse av utdyping i Mehamn fiskerihavn;;Forhåndsutredning;Vista Analyse ;143b5690-61f3-41e9-a275-00ff3fd2ff75;nob;2015-01-01 00:00:00;116174
Etniske minoriteter og forskjellsbehandling i leiemarkedet;https://www.regjeringen.no/no/dokumenter/etniske-minoriteter-og-forskjellsbehandl/id548595/;Ukategorisert;Norsk institutt for by- og regionforskning;143ebd4e-17ab-48cb-bb5f-277006915b74;nob;2009-03-11 00:00:00;390026
Ressursinnsatsen i medisinsk og helsefaglig forskning i 2005;;Evaluering;NIFU STEP;145a30d6-1cbe-46d3-b274-12c6a1c9364e;nob;2007-01-01 00:00:00;173682
Evaluering av prosjektet nettbasert karriereveiledning;;Evaluering;Ipsos MMI;14774d4b-98b5-42b9-8f0c-2d43fa5165a2;nob;2013-01-01 00:00:00;91803
Studiebarometeret 2017: hovedtendenser;https://www.nokut.no/globalassets/studiebarometeret/2018/studiebarometeret-2017_hovedtendenser_1-2018.pdf;Kartlegging;Nasjonalt organ for kvalitet i utdanningen|NOKUT;147e4866-35fe-42a1-8944-a90a1f202b72;no;2018-01-01 20:18:06;126185
Godt no(rs)k ?;https://www.imdi.no/contentassets/595804b05ee84e1da7dab7a27ad44ffc/rapport-2011-godt-norsk--om-sprak-og-integrering;Kunnskapsoppsummering;Integrerings- og mangfoldsdirektorat|Integrerings- og mangfoldsdirektorat (IMDi)|IMDi;148b5d66-2187-459a-b7b9-891194642ca4;no;2011-01-01 20:17:02;313967
De vitenskapelig ansattes kvalitetsbarometer 2010;;Evaluering;Nasjonalt organ for kvalitet i utdanningen|NOKUT;14a64ff3-f3e2-497a-aa9d-e936b7ca4693;nob;2010-01-01 00:00:00;95925
Sammenstilling av dykk til 300 msv eller dypere, gjennomført i ulike land;;Evaluering;Norsk undervannsintervensjon (NUI);14b92c1e-75b3-4182-9966-a77911a426bd;nob;2012-01-01 00:00:00;25466
Midterm Evaluation of The Norwegian National Election Studies of 2017 and 2021;;Evaluering;Evalueringskomité/Utvalg;14bc5bc2-7fd3-4dfa-bb81-2af16e906c0b;eng;2020-01-01 00:00:00;16875
Kommunenes retningslinjer og praksis for startlån;;Evaluering;PROBA Samfunnsanalyse;14bd3a0c-3c01-4f9a-a557-657c12b925b1;nob;2012-01-01 00:00:00;229135
Høyrisikogruppers eksponering og risiko i trafikk ;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;14bfa77d-3295-4718-a74c-82264590ef8b;nob;2009-01-01 00:00:00;320210
"Evaluering av sommerstengning og 
andre banestengninger";https://www.jernbanedirektoratet.no/contentassets/7b14736f023c47ee8142d5465f98217a/rapport-eval-sommerstengning-20200417-v3.pdf;Evaluering;Jernbanedirektoratet|Jernbaneverket Plan nord;14e0af32-3ea9-4fdb-8c43-686bec8a50f3;no;2020-04-22 20:05:42;412682
Rapport om utvikling av fjerntogtilbudet;https://www.regjeringen.no/contentassets/65a27071abb440a9a6d305f752ee15fc/fjerntogstrategi_sluttrapport_20190426_jdir.pdf;Strategi/plan;JDIR;14e67af0-35a4-420c-a8fc-e9f6118518ef;no;2019-08-16 20:11:27;196518
Brukerundersøkelse for Oljedirektoratet;;Evaluering;Oljedirektoratet|Statskonsult;14f16422-b816-4c2a-a36c-bd51b47cdc46;nob;2007-01-01 00:00:00;0
Physics Research at Norwegian Universities, Colleges and Research Institutes - A review;;Evaluering;Internasjonalt sammensatt evalueringskomité;15022b51-1036-4247-9348-19cd1e75f156;eng;2000-01-01 00:00:00;240440
Arbeidsrelevans i høyere utdanning – eksempler fra Sentre for fremragende utdanning;https://diku.no/content/download/2833/file/Arbeidsrelevans%20i%20høyere%20utdanning%20-%20eksempler%20fra%20SFU.%20Notat%202_2020.pdf;Statusrapport;Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning|Diku|Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning;15267ffb-847b-49d3-a8de-8e87358f4b5a;no;2020-01-01 20:15:04;54802
Hva nå - Digitaliseringens innvirkning på norsk musikkbransje;https://www.regjeringen.no/contentassets/94e99440dd604be1836c4543fdb92cb6/musikkutredning---hva-na---digitaliseringens-innvirkning-pa-norsk-musikkbransje---bi-2019.pdf;Forhåndsutredning;Menon Economics|Center for Creative Industries, BI;152a13b7-6603-462c-8fd1-d9e05a6b722f;no;2019-01-31 20:10:44;401654
"""Sentraliseringens pris""";;Evaluering; Norsk institutt for by- og regionforskning;1531f69a-ae3b-4f0e-91f8-fc043f577a70;nob;2009-01-01 00:00:00;241732
Evaluering av aktiv forvaltning for Statens pensjonsfond Norge ;;Evaluering;Konsulenter;15356dbe-7b65-46c3-b1a9-f0bb1a0a4018;nob;2011-01-01 00:00:00;64953
Kunnskapsstatus (1990–2010);;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);154034f0-8654-4589-a390-7ef713130028;nob;2011-01-01 00:00:00;243619
Modeller for utleie med sosiale formål;;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);1545b43a-566c-439a-aec2-ddb7ecfe4317;nob;2012-01-01 00:00:00;191895
Pharmaceutical Research in Norway;;Evaluering;Internasjonalt sammensatt evalueringskomité;1554e117-22e4-4ee2-bccf-3ffac57fdfd2;eng;2006-01-01 00:00:00;146590
Hvor strategiske er strategiske partnerskap? Norske organisasjoners erfaringer med strategiske partnerskap i Erasmus+;https://diku.no/content/download/744/file/Diku-rapport%201-2018%20Hvor%20strategiske%20er%20strategiske%20partnerskap.pdf;Studie;Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning|Diku|Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning;1559d795-6172-4c6e-b7f7-cb6fc0e9f05f;no;2018-01-01 20:15:13;84138
