title,source_document_url,type,uuid,language,published_at,evaluation_type,sector,series,series_number,datainnsamling 1,datainnsamling 2,datainnsamling 3,datainnsamling 4,datainnsamling 5,method,length
"Hallooo, er det noen der ute?",,Evaluering,4d73dbf3-e7af-4a5f-93ee-e93522109890,nob,1995,Underveisevaluering,Familie og oppvekst,Skriftserie fra Barnevernets utviklingssenter,"1995, 9",Intervju,Spørreskjema,Dokumentstudier,Observasjon,,Spørreskjemaundersøkingen blant skoleelever ble sendt til 1.100 elever fra 5. til 9. klasse i Oslo og Akershus. Svarprosenten var 75 %.,233784
Effektivitet i kommunale tjenester:  Analyser for 2017-2018,,Evaluering,4d88b13a-5102-4d06-8fc2-7a8f6a22d689,nob,2020,Samfunnsøkonomisk analyse,Kommuner og distrikter,SØF-rapport,mai.20,Statistikk,,,,,,177415
Historien om en budsjettpost,,Evaluering,4d8b13df-8c82-40fb-a639-6ca3c69618d1,nob,2005,Underveisevaluering,"Kultur, fritid og livssyn",,,Intervju,Dokumentstudier,Observasjon,,,,269757
Country Evaluation Brief: Tanzania ,,Evaluering,4d8b9d41-66c5-436d-8d6d-583dc98f7ba1,eng,2018,Etterevaluering,Internasjonalt,Rapport,mai.18,Dokumentstudier,,,,,,73736
Bosettingsklare flyktninger og avtalt selvbosetting : erfaringer fra casekommuner og flyktninger,,Evaluering,4d8fcd85-b16b-49f1-8cbe-6705a6766717,nob,2017,Underveisevaluering,Bolig og eiendom,NIBR-rapport,2017:01:00,Intervju,Dokumentstudier,Statistikk,,,,341313
Hvem skal trøste Knøttet,,Evaluering,4da0cc02-2cef-4d86-be90-00b827fbc131,nob,2014,Tidsuavhengig evaluering,Utdanning og forskning,Rapport,30/2014,Intervju,Spørreskjema,Dokumentstudier,,,,255616
Dimensjonering av fagopplæringen,,Evaluering,4da7d3f2-557b-401e-b4e5-737fab2edf84,nob,2007,Tidsuavhengig evaluering,Utdanning og forskning,Econ-rapport,44/2007,Intervju,Spørreskjema,Dokumentstudier,,,,246539
Evaluering av Finansdepartementets etatsstyring,,Evaluering,4de70b89-1180-41fa-a1e5-d3b2ce8a6429,nob,2002,Underveisevaluering,Offentlig forvaltning,Rapport,22/2002,Intervju,Dokumentstudier,,,,,NULL
Effekter og konsekvenser av krav om doble nøter for torskeoppdrett i Norge,,Evaluering,4de90237-1f92-45ff-babf-2155141c45dd,nob,2012,Underveisevaluering,"Mat, fisk og landbruk",Rapport,A22832,Intervju,Dokumentstudier,Statistikk,,,,48445
Evaluation of UNINETT Sigma2,,Evaluering,4e3eec79-3c1b-4862-84fb-251ffa68f232,nob,2019,Etterevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,100950
Utviklingen av det nye NTNU: Rom for alle og rom for fornying? En underveisevaluering av fusjonen. ,,Evaluering,4e42e00a-123a-4105-a48b-a0a738d1628d,nob,2016,Underveisevaluering,Utdanning og forskning,Rapport,2016:22:00,Intervju,Dokumentstudier,Statistikk,Observasjon,,,141998
Markedsbasert utbyggingspolitikk,,Evaluering,4e5a3518-b3e2-42d6-a4ca-b8979cf4772e,nob,2008,Tidsuavhengig evaluering,Bolig og eiendom,,,Intervju,Dokumentstudier,Statistikk,,,Eksplorerende caseanalyse,359189
Midtveisvurdering – av Kapasitetsløftprosjektene i FORREGION,,Evaluering,4e5fb054-7665-4e10-8084-8b5121196820,nob,2020,Underveisevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,393594
Evaluering av støtteordningen for økologisk landbruk,,Evaluering,4e655d85-2129-43c4-adea-09a90d8708ff,nob,2000,Tidsuavhengig evaluering,"Mat, fisk og landbruk",Econ-rapport,72/2000,Intervju,Dokumentstudier,Statistikk,,,,171039
Planning for Environmental Risk Reduction in China: Policy Recommendations,,Evaluering,4e6ca38a-5395-4000-a74b-185ad6ab1684,eng,2016,Tidsuavhengig evaluering,Miljø,Rapport,2016/14,Dokumentstudier,,,,,,70615
SEFOs etterforskning,,Evaluering,4e795e5d-2a98-4e31-bfe4-2f063b365d79,nob,2001,Tidsuavhengig evaluering,Lov og rett,,,Intervju,Dokumentstudier,,,,,358006
One North Sea,,Evaluering,4e7ec0bb-c99a-47f6-9b8b-66b044a88425,eng,2010,Underveisevaluering,Energi,,,Intervju,Dokumentstudier,,,,,186157
Organisering av internasjonalt arbeid,,Evaluering,4e8064b6-de46-4b65-b734-efd9b968df66,nob,2010,Tidsuavhengig evaluering,Offentlig forvaltning,Rapport,2010:16:00,Intervju,Dokumentstudier,,,,,165507
Undersøkelse av selvkost i kommunenes byggesaksgebyrer,,Evaluering,4e8a1d6a-5d63-4e4c-b8d4-4b26ddf5fb73,nob,2011,Tidsuavhengig evaluering,Bolig og eiendom,TF-rapport,292,Intervju,Statistikk,,,,,70149
Hva mener brukere om Kredittilsynet?,,Evaluering,4ed69a98-32ad-45f7-97d7-f0baf3457cc7,nob,2006,Underveisevaluering,Offentlig forvaltning,,,Spørreskjema,,,,,,47168
Utmåling av arealtilskudd,,Evaluering,4f0499f2-e616-4a69-80f6-60ead077a2a5,nob,2010,Tidsuavhengig evaluering,"Mat, fisk og landbruk",,,Dokumentstudier,Statistikk,,,,,177955
Evaluation of the Norwegian Aid Administration's Approach to Portfolio Management,,Evaluering,4f0ce79c-a7ea-400d-8309-9ab5d6d45b37,eng,2020,Underveisevaluering,Offentlig forvaltning,Rapport,feb.20,Intervju,Dokumentstudier,Observasjon,,,Workshops,228340
Evaluation of Norway's Support to Haiti after the 2010 Earthquake,,Evaluering,4f0d5554-bba0-407d-80f5-767db380e5fb,eng,2014,Etterevaluering,Internasjonalt,Rapport,aug.14,Intervju,Spørreskjema,Dokumentstudier,,,,233019
Kompetanseutviklingsprogrammet 2000-2006,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/kompetanseutviklingsprogrammet-2000-2006,Ukategorisert,4f11b9d7-b5f8-441c-a2ec-489617a31d99,nob,,Etterevaluering,Utdanning og forskning,SNF-rapport,32/06,Spørreskjema,Dokumentstudier,Statistikk,,,,403618
Evaluation of the DEMO 2000 program,https://www.regjeringen.no/no/dokumenter/Evaluation-of-the-DEMO-2000-program/id420432/,Ukategorisert,4f13cadb-3612-4e33-8d30-f5f957f01823,eng,2006,Etterevaluering,Energi,Rapport,jul.05,Intervju,Dokumentstudier,,,,,276730
Effekter av boligsosiale virkemidler på individnivå,,Evaluering,4f239c8c-a03b-4706-a236-f9ac39d06690,nob,2012,Tidsuavhengig evaluering,Bolig og eiendom,,,Intervju,Spørreskjema,Dokumentstudier,,,,74972
Å ta kontroll over dagliglivets aktiviteter,,Evaluering,4f640c6d-ce64-483e-9d3d-f15384fb2809,nob,2014,Tidsuavhengig evaluering,Arbeid og velferd,,,Intervju,,,,,Strategisk utvalgsmetode. Personlige intervjuer.,29114
Riksrevisjonens undersøkelse av fastsettelse av særavgifter i toll- og avgiftsetaten,,Riksrevisjonsrapport,4f8256a0-9d8b-4db4-8ce5-5cb6be00bead,nob,2007,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:4 (2006-2007),Intervju,Dokumentstudier,Statistikk,,,,203371
Riksrevisjonens rapport om den årlige revisjon og kontroll for budsjetterminen 2005,,Riksrevisjonsrapport,4f90561e-abbe-41b8-94f9-83fdb84deab4,nob,2006,Etterevaluering,Konstitusjonelle organer ,Dokument,1 (2006-2007),Dokumentstudier,,,,,,616606
Høyere utdanning - tilgjengelig for alle?,,Evaluering,4f913203-de97-48d6-9415-10fb2f908592,nob,2005,Tidsuavhengig evaluering,Utdanning og forskning,Rapport,apr.05,Intervju,,,,,,242714
De nye hjemmetjenestene : langt mer enn eldreomsorg,,Evaluering,4fa986d3-b1fc-438b-8353-88d9b3983b7f,nob,2010,Tidsuavhengig evaluering,Helse og omsorg,NIBR-rapport,feb.10,Dokumentstudier,Statistikk,,,,Kvantitativ,467374
Stadig viktigere,,Evaluering,4fbcb69c-9dd4-41c5-94dc-44c8ee99a816,nob,2008,Etterevaluering,Næringsliv,,,Spørreskjema,,,,,,322578
På godfot med sjefen : har norske lærere gode relasjoner til sin leder?,,Evaluering,4fdaf079-c0c4-42ac-ba95-9f33a88198a0,nob,2007,Underveisevaluering,Arbeid og velferd,,,Spørreskjema,,,,,"Tilfeldig utvalg av respondenter, Cronbachs Alpha",35358
Serviceundersøkelse Brønnøysundregistrene,,Evaluering,500adff4-6ed5-4573-854e-4ca7693376be,nob,2000,Tidsuavhengig evaluering,Offentlig forvaltning,,,Spørreskjema,,,,,Utvalgsmetode,NULL
Riksrevisjonens undersøkelse av styring og resultatmåloppnåelse i Arbeids- og velferdsetaten sett i forhold til prioriterte arbeidssøkergrupper,,Riksrevisjonsrapport,501ac83c-607a-4cfc-b4f5-d6a44ed776a0,nob,2007,Etterevaluering,Konstitusjonelle organer ,Dokument,3:5 (2006-2007),Intervju,Dokumentstudier,Statistikk,,,,277025
Evaluering av prosjekt Boligtilpasning,,Evaluering,5028378a-084c-454a-bd2e-0c23a0a6c7aa,nob,2006,Etterevaluering,Bolig og eiendom,Rapport,aug.06,Intervju,Spørreskjema,Dokumentstudier,,,,114005
Skjerming av uføres alderspensjon mot levealdersjustering,,Evaluering,50289010-53e9-4f08-9a90-98105650777e,nob,2016,Samfunnsøkonomisk analyse,Arbeid og velferd,Rapport,2016/56,Statistikk,,,,,,230623
Midtveisevaluering av BLEST-programmet,,Evaluering,5031a70f-b695-48e5-8b61-dc05f317fd73,nob,2008,Underveisevaluering,Kommuner og distrikter,,,Intervju,Dokumentstudier,,,,,163765
De unge stemmene,,Evaluering,5055fe14-d55d-48d7-ad39-d3cd71c5a14f,nob,2010,Tidsuavhengig evaluering,Familie og oppvekst,NIBR-rapport,34/2009,,,,,,"Breddeundersøkelse med survey til alle kommuner, dybdestudier som casestudier i 6 utvalgte kommuner, enkel kartlegging i fylkeskommunene ",483212
Evaluering av skogvernet i Norge ,,Evaluering,5081bd91-1eac-4b11-b3b8-724327bf8f13,nob,2002,Underveisevaluering,Miljø,NINA fagrapport,54,Dokumentstudier,,,,,,722739
Impact assessment of Norwegian support to the energy and road sectors in Pemba (Zanzibar),,Evaluering,508a2f0c-3e46-4473-b9fe-0218f27b0553,eng,2015,Etterevaluering,Energi,Norad Collected Reviews,20/2015,Intervju,Dokumentstudier,Observasjon,,,,154649
Humanitær innsats ved naturkatastrofer : en syntese av evalueringsfunn,https://www.norad.no/om-bistand/publikasjon/2009/humanitar-innsats-ved-naturkatastrofer--en-syntese-av-evalueringsfunn/,Evaluering,509977d3-3de8-4b6f-aae3-fa9083045b2a,nob,2009,Etterevaluering,Internasjonalt,Synteserapport,jan.07,Dokumentstudier,,,,,,85033
Modulbygg - like godt som plassbygde løsninger?,,Evaluering,50df8c54-2813-462f-bbf6-98201b073eb8,nob,2014,Tidsuavhengig evaluering,Bolig og eiendom,,,Intervju,Statistikk,,,,,72414
Årsaksammenhenger av hendelser ved løfteoperasjoner ,,Evaluering,5113fed1-7911-40aa-8fb3-af06a749ed7a,nob,2000,Underveisevaluering,Arbeid og velferd,,,,,,,,,122222
Prosjekter for evaluering av etterutdanning for yrkessjåfører,,Evaluering,512975de-f4e1-4564-aee6-49ade861bd44,nob,2011,Forhåndsevaluering,Transport og kommunikasjon,TØI-rapport,1181/2011,Intervju,Dokumentstudier,,,,,113721
Tidsbruk i barnehager,,Evaluering,516f06d3-5117-418f-860b-ef1b40228c05,nob,2015,Tidsuavhengig evaluering,Utdanning og forskning,,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,346924
Kjennskap og bruk av klageinstans i helsevesenet,,Evaluering,516ff7b5-9ed3-417c-a0e4-c7433e9dce85,nob,2003,Tidsuavhengig evaluering,Helse og omsorg,,,Intervju,,,,,"CATI omnibus datainnsamlingsmetode. Det er trukket et landsrepresentativt utvalg av befolkningen over 18 år og med telefon i husstanden. Utvalget ble trukket tilfeldig fra Telenors abonnementsregister. Det ble totalt brukt 2351 telefonnumre. Av det totale utvalget var det i 714 tilfeller ikke svar i løpet av intervjuperioden. Alle telefonnumre ble forsøkt oppringt inntil seks ganger i løpet av intervjuperioden. Vi fikk svarnekt i 637 tilfeller, hvilket innebærer at personen ikke ønsker å være med i undersøkelsen.",NULL
Oppsummering av publiserte helseøkonomiske evalueringer av cetuximab ved metastatisk kolorektalcancer,,Evaluering,5172a54b-d983-4688-9839-c83a48b9fe7d,nob,2008,Tidsuavhengig evaluering,Helse og omsorg,Rapport fra Kunnskapssenteret,okt.08,Dokumentstudier,,,,,,107932
Riksrevisjonens undersøkelse av spesialundervisningen i grunnskolen,,Riksrevisjonsrapport,5176cff4-13c6-41bc-90bb-69257ceeb5f6,nob,2011,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument, 3:7 / 2010-2011,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,201212
Riksrevisjonens undersøkelse av måloppnåelsen i kriminalomsorgen,,Riksrevisjonsrapport,518ff726-4140-4ce5-aa14-d32943ad9207,nob,2005,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:14 (2004-2005),Spørreskjema,Dokumentstudier,,,,,118712
"Prosjekt ""Ny tilrettelagt turnus for renholdere på Feiringklinikken"" - en følgeevaluering ",,Evaluering,51be2306-9a46-47ed-b8d2-326d057e19f8,nob,2009,Underveisevaluering,Arbeid og velferd,,,Intervju,,,,,,33736
Genetiske effekter av rømt oppdrettslaks på ville laksebestander,,Evaluering,51c84ebb-a904-4960-bbc1-d3bd66d6deb7,nob,2011,Etterevaluering,"Mat, fisk og landbruk",Rapport fra Havforskningen,mai.11,Dokumentstudier,Statistikk,Observasjon,,,,NULL
Evaluering av tilskudd til utvikling av samiske læremidler,,Evaluering,51ca12b3-5a88-4168-b35f-ac6b62cd7d9f,nob,2007,Etterevaluering,Økonomi,,,Dokumentstudier,,,,,"Kvantitativ tilnærming, Kvalitativ tilnærming",170685
"Gevinstrealiseringsplan for omorganisering av den sivile rettspleie på grunnplanet, saksbehandlersystemet SIAN, og elektronisk samhandling innen den sivile rettspleie",,Evaluering,5233da81-c242-4e91-85b7-4ad6b6325ce6,nob,2009,Underveisevaluering,Lov og rett,,,Intervju,Dokumentstudier,,,,"Strukturerte intervjuer, Fokusgruppe",99163
Riksrevisjonens undersøkelse av måloppnåelse i klimapolitikken,,Riksrevisjonsrapport,52507a9d-cdaa-4e1e-9eb2-1986f704fa6d,nob,2010,Etterevaluering,Miljø,Dokument,3:5 (2009-2010),Intervju,Dokumentstudier,Statistikk,,,,741634
External review report of the NORGLOBAL/humanitarian policy research activity (HUMPOL) of the Research council of Norway,,Evaluering,5250e5e6-2a7f-4413-9acd-922fba5f739f,eng,2016,Underveisevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,62929
Evaluering av økonomistyring og administering av Skattefunn,,Evaluering,525184be-ce69-4f1a-9664-a7b63db6bb7f,nob,2006,Underveisevaluering,Økonomi,,,Intervju,Dokumentstudier,,,,Kvalitativ analyse,NULL
Markedsrapport knyttet til avslutning og disponering - Avslutning og disponering av utrangerte innretninger,,Evaluering,52621b47-af71-498d-8ed5-1d42c842594e,nob,2018,Forhåndsevaluering,Energi,,,Dokumentstudier,,,,,,245941
Vurdering av brukergrensesnitt for ny karttjeneste,,Evaluering,5262ce5d-d64b-4fe1-96d3-8f3ca1a50705,nob,2007,Forhåndsevaluering,Offentlig forvaltning,,,Dokumentstudier,,,,,,37774
"Impact evaluation of the Research Council of Norway’s main measures to support Norwegian participation, PES2020 and STIM-EU",,Evaluering,527fc811-d297-4673-83d5-83efb4922ecf,nob,2018,Tidsuavhengig evaluering,Utdanning og forskning,,,Intervju,Spørreskjema,Dokumentstudier,,,,486512
Norwegian Environmental Action Plan,,Evaluering,529336cd-9546-4ab2-a385-42c62d6113dd,eng,2009,Forhåndsevaluering,Internasjonalt,Study,apr.09,Intervju,Spørreskjema,Dokumentstudier,Statistikk,Observasjon,,162458
Organizing the Financial Mechanism Office,,Evaluering,5297a56e-adb9-450e-a43f-160ad9195cd1,eng,2009,Tidsuavhengig evaluering,Internasjonalt,Rapport,2009:10:00,Intervju,Dokumentstudier,Observasjon,,,,76523
Inkluderende arbeidsliv i kommunene,,Evaluering,52ad2890-0ffd-431e-a554-95de3d510f4c,nob,2011,Tidsuavhengig evaluering,Arbeid og velferd,,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,"Registerdata fra SSB, intervjuer med ulike respondenter plukket fra et strategisk utvalg av casekommuner",621735
Sykefravær og tilrettelegging i bemanningsbransjen,,Evaluering,52e2f124-30c7-42b5-a4ac-b06ba41be595,nob,2013,Underveisevaluering,Arbeid og velferd,Fafo-rapport,2013:41:00,Intervju,,,,,"Personlige intervju, tilfeldig utvalg",140665
Joint Evaluation of Nepal's Education for All 2004-2009 Sector Programme,,Evaluering,52ec1847-6d87-4cf5-9bf5-9a3ea1f9eb0a,eng,2009,Etterevaluering,Internasjonalt,Evaluation Report,jan.09,Intervju,Spørreskjema,Dokumentstudier,,,Fokusgruppe-intervjuer,461019
Second Homes i Norge,,Evaluering,5305578c-4540-4e73-866e-5a1e0b205b20,nob,2011,Samfunnsøkonomisk analyse,Kommuner og distrikter,ØF-rapport,jan.11,Dokumentstudier,Statistikk,Observasjon,,,,151846
Evaluation of Norwegian Business-related Assistance Bangladesh Case Study,,Evaluering,5314cdbf-65a4-475d-b784-e5f55d09c5ee,eng,2010,Etterevaluering,Internasjonalt,Study,mai.10,Intervju,Dokumentstudier,,,,,293586
Basic Chemistry Research in Norway,,Evaluering,531dc5f5-725d-42a2-821c-806a16201180,eng,2009,Etterevaluering,Utdanning og forskning,,,Dokumentstudier,Observasjon,,,,,566750
Nattkve som driftssystem ved hold av sau og ammegeit,,Evaluering,53304fd3-0656-41d5-96f1-eda99b35f2a2,nob,2007,Etterevaluering,"Mat, fisk og landbruk",Bioforsk rapport,72,Statistikk,Observasjon,,,,,55810
"Miljøkonsekvenser av reguleringsframlegg for Fv 776, Tysværvåg",,Evaluering,533edaea-e721-42e3-b550-87d0c8d4148c,nob,2005,Forhåndsevaluering,Transport og kommunikasjon,Rapport RF,2005/103,Observasjon,,,,,,20850
Riksrevisjonens undersøkelse av forvaltningen av kontantstøtteordningen,,Riksrevisjonsrapport,536e6576-6123-4d1a-af9d-75f24a814837,nob,2007,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:12 (2006-2007),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,133087
Investeringer i klimasmart infrastruktur i Norge,,Evaluering,537c0378-3477-465f-890b-fa0d01aa534a,nob,2016,Tidsuavhengig evaluering,Miljø,Rapport,2016/39,Statistikk,Observasjon,,,,,183347
A Forward Looking Review of Nefco’s Energy Efficiency Programme in the Ukraine,,Evaluering,53860061-074c-4dd3-af49-636b75984224,eng,2019,Underveisevaluering,Energi,Norad Collected Reviews,jul.19,Intervju,Dokumentstudier,Observasjon,,,,185170
Evaluation of Norway's Plan of Action to Support EU Accession Countries,,Evaluering,5387a745-da0c-4101-ae43-4630deaad35b,eng,2007,Etterevaluering,Internasjonalt,,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,99909
Samfunnsstraffen 2003,,Evaluering,53914256-0872-4b3e-b99b-01a6150b4757,nob,2004,Underveisevaluering,Offentlig forvaltning,KRUS dokumentasjon & debatt,feb.04,Intervju,,,,,,280929
Foreløpig evaluering av utslippsavgiften for forbrenning av avfall,,Evaluering,539c4130-332f-404a-be22-e1a5dcf13c7a,nob,2006,Samfunnsøkonomisk analyse,Miljø,ECON-notat,47/2006,Dokumentstudier,,,,,,40165
Riksrevisjonens undersøkelse av effektivitet i sykehus,,Riksrevisjonsrapport,539d8b57-c9d3-4e1e-93cd-f33998de69ad,nob,2003,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:3 (2003-2004),Intervju,Spørreskjema,Statistikk,,,,207383
Veger med inntrukken kantlinje utenfor tettbygd strøk,,Evaluering,539e4501-02a4-4d9a-914a-f4f85c8fa23d,nob,2008,Tidsuavhengig evaluering,Transport og kommunikasjon,TØI-rapport,961/2008,Dokumentstudier,,,,,,195242
Evaluering av kulturmiljøer,,Evaluering,53acd1a3-d198-4721-a99f-7891251d03f9,nob,2017,Underveisevaluering,Offentlig forvaltning,,,Intervju,Dokumentstudier,,,,,292000
Sosialt entreprenørskap som ledd i innsatsen mot fattigdom,,Evaluering,53b23c7d-bb14-4c5f-9c03-745c500fd9ec,nob,2012,Tidsuavhengig evaluering,Arbeid og velferd,Rapport,305,Dokumentstudier,Observasjon,,,,,267470
Vulnerability and Adaptation to Climate Change in the Arctic (VACCA): Implementing Recommendations,,Evaluering,53c91175-602a-40a9-a7c7-bee9d7fd9ebb,eng,2011,Underveisevaluering,Miljø,Econ-Report,59/2011,Intervju,Dokumentstudier,,,,,86661
Demokratisering av kulturen?,,Evaluering,53d62f68-8e01-4abf-a32f-204c29094828,nob,2012,Forhåndsevaluering,"Kultur, fritid og livssyn",TF-notat,jul.12,Dokumentstudier,,,,,,165137
Gjennomgang av Folketrygdfondets forvaltning av Statens pensjonsfond Norge,,Evaluering,53edadb6-0057-46e4-aaa3-ccc43abe14a5,nob,2014,Samfunnsøkonomisk analyse,Økonomi,,,Dokumentstudier,Statistikk,,,,,NULL
Evaluering av P1824,,Evaluering,53f352f4-c26d-4f85-a0c5-8944390d2f1a,nob,2010,Underveisevaluering,Arbeid og velferd,,,Intervju,Dokumentstudier,,,,"Eksplorative intervjuer, fokusgruppeintervju",154185
Resultatmåling av brukerstyrt forskning 2014,,Evaluering,5410e43d-5be9-4f46-b3d9-8c154c1efc70,nob,2016,Underveisevaluering,Utdanning og forskning,Rapport,1603,Spørreskjema,,,,,,200578
Purchasing Power Parity in Tradable Goods,,Evaluering,541177c1-ed53-44f8-bb00-20b39ba6d3ef,eng,2011,Samfunnsøkonomisk analyse,Økonomi,,,Dokumentstudier,Statistikk,,,,Formler,101909
Naturfaglig evaluering av Frivillig vern-områder,,Evaluering,541230de-1573-43d9-94ce-88371b4afd10,nob,2010,Etterevaluering,Miljø,NINA rapport,534,Dokumentstudier,Observasjon,,,,,NULL
"En, to ... tre? Den vanskelige overgangen : evaluering av Kunnskapsløftet",,Evaluering,543e72a8-ab08-4f90-93ec-f784b76e9ea7,nob,2010,Underveisevaluering,Utdanning og forskning,Rapport,21/2010,Statistikk,,,,,,324025
Livsopphold ved startlån,,Evaluering,544212f3-3704-4a27-a604-0ba375b51d59,nob,2012,Tidsuavhengig evaluering,Økonomi,SIFO - Oppdragsrapport ,jan.12,Dokumentstudier,Statistikk,,,,,150455
Modellene som forsvant,,Evaluering,54454acc-37ca-44c4-873d-80d44c8c1af0,nob,1996,Underveisevaluering,Helse og omsorg,,,Intervju,Dokumentstudier,,,,,81606
